🇨🇳央视频道🇨🇳,#genre#
CCTV5,http://114.254.94.146:2222/rtp/239.3.1.173:8001
CCTV5,http://111.196.191.184:5555/rtp/239.3.1.173:8001
CCTV5,http://114.254.94.118:2222/rtp/239.3.1.173:8001
CCTV5,http://123.145.57.77:8003/udp/225.0.4.73:7980
CCTV5,http://27.10.213.70:8002/udp/225.0.4.73:7980
CCTV5,http://123.145.17.138:8001/rtp/225.0.4.143:7980$1920x1080
CCTV5,http://117.32.85.85:8025/rtp/239.112.205.222:5140
CCTV5,http://120.234.5.29:6000/udp/239.20.0.30:3284
CCTV5,http://39.98.201.151:9090/udp/225.1.8.89:8000
CCTV5,http://27.11.250.143:8004/udp/225.0.4.73:7980
CCTV5,http://123.145.57.77:8004/udp/225.0.4.143:7980
CCTV5,http://171.118.137.182:8083/rtp/226.0.2.209:9584
CCTV5,http://27.10.213.70:8001/rtp/225.0.4.143:7980
CCTV5,http://180.124.225.164:3000/rtp/239.49.8.75:8000
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5,http://116.227.10.196:2048/udp/239.45.1.69:5140
CCTV5,http://171.107.203.17:4022/rtp/239.81.0.101:4056
CCTV5,http://218.78.180.91:9999/udp/239.45.1.69:5140
CCTV5+,http://223.10.115.195:8082/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://27.11.251.76:8007/rtp/225.0.4.73:7980$1920x1080
CCTV5+,http://183.185.227.252:8001/rtp/226.0.2.168:9256
CCTV5+,http://60.168.231.218:2000/rtp/238.1.78.237:7768
CCTV5+,http://123.145.17.138:8001/rtp/225.0.4.73:7980$1920x1080
CCTV5+,http://122.224.232.218:8888/rtp/233.50.201.220:5140
CCTV5+,http://123.145.17.138:8003/udp/225.0.4.73:7980
CCTV5+,http://114.249.234.227:8182/rtp/239.3.1.130:8004
CCTV5+,http://60.7.56.33:4000/rtp/239.253.92.82:8013
CCTV5+,http://171.118.137.182:8083/rtp/226.0.2.168:9256$1920x1080
CCTV5+,http://27.10.75.218:8010/udp/225.0.4.73:7980
CCTV5+,http://114.243.103.165:8822/rtp/239.3.1.130:8004
CCTV5+,http://119.98.37.126:8888/rtp/239.69.1.12:9712$1920x1080
CCTV5+,http://123.113.236.69:8012/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://119.98.51.196:4022/rtp/239.69.1.12:9712
CCTV5+,http://114.107.2.37:2000/rtp/238.1.78.237:7768
CCTV5+,http://223.12.113.32:8083/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://223.10.115.195:8082/rtp/239.1.1.12:8012
CCTV5+,http://223.11.153.2:7777/rtp/239.1.1.12:8012
CCTV5+,http://www.dsmcloud.top:8888/udp/239.81.1.18:4056
CCTV5+,http://101.68.81.44:9999/rtp/233.50.201.220:5140
CCTV5+,http://49.86.222.102:8888/rtp/239.49.8.137:6000
CCTV5+,http://101.68.81.44:9999/rtp/233.50.201.220:5140$1920x1080
CCTV5+,http://171.116.226.246:8083/rtp/226.0.2.168:9256
CCTV5+,http://27.11.250.143:8003/udp/225.0.4.73:7980
CCTV5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004
CCTV5+,http://61.55.13.136:4000/rtp/239.253.92.82:8013
CCTV5+,http://171.116.226.246:8085/rtp/226.0.2.168:9256
CCTV5+,http://113.109.250.116:9999/udp/239.77.0.87:5146
CCTV5+,http://106.111.244.47:3000/rtp/239.49.8.137:6000$1920x1080
CCTV5+,http://183.185.227.252:8002/rtp/226.0.2.168:9256$1920x1080
CCTV5+,http://111.196.191.184:5555/rtp/239.3.1.130:8004
CCTV5+,http://223.11.153.2:7777/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://111.172.4.48:8888/rtp/239.69.1.12:9712$1920x1080
CCTV5+,http://xuys.top:8888/rtp/225.1.1.121:5002
CCTV5+,http://115.230.189.122:9999/udp/233.50.201.220:5140
CCTV5+,http://121.21.84.3:8888/rtp/239.253.92.82:8013$1920x1080
CCTV5+,http://27.9.88.212:8004/udp/225.0.4.73:7980
CCTV5+,http://171.116.226.246:8082/rtp/226.0.2.168:9256
CCTV5+,http://223.215.3.199:2000/rtp/238.1.78.237:7768
CCTV5+,http://720520.xyz:13579/rtp/225.1.4.75:1104?Cf=cfss.cc
CCTV5+,http://180.124.225.164:3000/rtp/239.49.8.18:9610
CCTV5+,http://117.32.85.85:8025/rtp/239.111.205.13:5140
CCTV5+,http://27.10.75.129:8006/rtp/225.0.4.73:7980$1920x1080
CCTV5+,http://116.28.124.202:8520/udp/239.77.0.87:5146
CCTV5+,http://123.122.163.183:19999/rtp/239.3.1.130:8004
CCTV5+,http://121.224.50.39:5555/rtp/239.49.8.18:9610
CCTV5+,http://110.177.146.171:888/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://183.185.227.252:8005/rtp/226.0.2.168:9256
CCTV5+,http://116.28.124.202:8520/udp/239.77.1.31:5146
CCTV5+,http://112.226.139.185:9999/udp/239.253.254.80:8000
CCTV5+,http://171.116.71.172:8083/rtp/226.0.2.168:9256
CCTV5+,http://114.254.188.49:9999/rtp/239.3.1.130:8004
CCTV5+,http://119.98.133.99:4022/rtp/239.69.1.12:9712
CCTV5+,http://183.191.181.121:8002/rtp/226.0.2.168:9256
CCTV5+,http://ikuai.zlsip.top:4022/rtp/239.3.1.130:8004
CCTV5+,http://101.27.106.176:8888/rtp/239.253.92.82:8013
CCTV5+,http://113.120.46.90:8123/udp/239.21.1.142:5002
CCTV5+,http://220.168.240.238:9999/rtp/239.76.253.168:9000$1920x1080
CCTV5+,http://61.143.227.162:10000/udp/239.77.1.31:5146
CCTV5+,http://110.178.52.75:8083/rtp/239.1.1.12:8012
CCTV5+,http://183.191.181.121:8002/rtp/226.0.2.168:9256$1920x1080
CCTV5+,http://112.226.139.185:9999/rtp/239.253.254.80:8000
CCTV5+,http://183.185.227.252:8005/rtp/226.0.2.168:9256$1920x1080
CCTV5+,http://171.116.157.183:8005/rtp/226.0.2.168:9256
CCTV5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231$1920x1080
CCTV5+,http://117.88.230.19:8888/rtp/239.49.8.137:6000
CCTV5+,http://223.10.115.195:8083/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://36.49.51.252:30007/rtp/239.37.0.121:5540$1920x1080
CCTV5+,http://223.10.39.207:8083/rtp/239.1.1.12:8012
CCTV5+,http://110.178.52.75:8082/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://118.81.238.60:8004/rtp/226.0.2.168:9256$1920x1080
CCTV5+,http://222.95.92.12:4000/rtp/239.49.8.137:6000
CCTV5+,http://sweetown.fun:4000/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://110.177.148.13:58888/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://ik6.iptv8.net:8888/udp/225.1.4.75:1104
CCTV5+,http://60.4.3.178:8888/rtp/239.253.92.82:8013
CCTV5+,http://27.16.239.141:8989/rtp/239.69.1.12:9712$1920x1080
CCTV5+,http://211.158.153.199:8004/udp/225.0.4.73:7980
CCTV5+,http://27.10.129.243:8002/rtp/225.0.4.73:7980$1920x1080
CCTV5+,http://114.243.109.253:8822/rtp/239.3.1.130:8004
CCTV5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231
CCTV5+,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV5+,http://183.191.181.59:8002/rtp/226.0.2.168:9256
CCTV5+,http://home.yulei.online:9999/rtp/226.0.2.168:9256
CCTV5+,http://113.109.250.116:9999/udp/239.77.1.31:5146
CCTV5+,http://116.21.122.39:8000/udp/239.77.0.87:5146
CCTV5+,http://119.166.159.120:6666/rtp/239.253.254.80:8000$1920x1080
CCTV5+,http://123.122.163.183:19999/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://58.48.200.208:12312/rtp/239.69.1.12:9712
CCTV5+,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://114.252.229.100:8000/rtp/239.3.1.130:8004
CCTV5+,http://114.254.80.240:2222/rtp/239.3.1.130:8004
CCTV5+,http://114.254.80.240:2222/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://223.10.115.195:8083/rtp/239.1.1.12:8012
CCTV5+,http://115.234.227.164:8808/rtp/233.50.201.220:5140$1920x1080
CCTV5+,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.130:8004
CCTV5+,http://123.113.236.69:8012/rtp/239.3.1.130:8004
CCTV5+,http://183.66.51.205:4022/rtp/235.254.198.122:1764
CCTV5+,http://223.10.39.207:8082/rtp/239.1.1.12:8012
CCTV5+,http://110.177.146.171:888/udp/239.1.1.12:8012
CCTV5+,http://27.11.63.14:8002/rtp/225.0.4.73:7980
CCTV5+,http://123.145.57.77:8002/rtp/225.0.4.73:7980
CCTV5+,http://114.243.104.64:8822/rtp/239.3.1.130:8004
CCTV5+,http://nas.tuyuannet.cn:8800/rtp/239.37.0.121:5540
CCTV5+,http://110.178.52.75:8085/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://119.166.159.120:6666/udp/239.253.254.80:8000
CCTV5+,http://117.88.230.19:8888/rtp/239.49.8.137:6000$1920x1080
CCTV5+,http://110.177.146.171:888/rtp/239.1.1.12:8012
CCTV5+,http://122.189.103.254:8010/rtp/228.0.0.17:6108
CCTV5+,http://114.254.94.146:2222/rtp/239.3.1.130:8004
CCTV5+,http://171.118.137.182:8083/rtp/226.0.2.168:9256
CCTV5+,http://124.129.78.38:3333/rtp/239.253.254.80:8000
CCTV5+,http://27.16.160.149:3520/rtp/239.69.1.12:9712
CCTV5+,http://61.143.227.162:10000/udp/239.77.0.87:5146
CCTV5+,http://39.98.201.151:9090/udp/225.1.8.20:8004
CCTV5+,http://110.178.52.75:8082/rtp/239.1.1.12:8012
CCTV5+,http://222.129.33.14:8888/udp/225.1.8.20:8004
CCTV5+,http://125.82.171.210:8888/udp/235.254.199.121:7980
CCTV5+,http://180.102.250.10:8118/rtp/239.49.8.137:6000$1920x1080
CCTV5+,http://sweetown.fun:4000/rtp/239.3.1.130:8004
CCTV5+,http://114.230.190.227:8600/rtp/239.49.8.137:6000
CCTV5+,http://180.102.250.10:8118/rtp/239.49.8.137:6000
CCTV5+,http://111.165.213.195:8000/udp/225.1.1.121:5002
CCTV5+,http://113.109.250.116:9999/udp/239.77.1.147:5146
CCTV5+,http://111.175.166.209:8686/rtp/239.69.1.12:9712$1920x1080
CCTV5+,http://218.15.214.115:10000/udp/239.77.0.87:5146
CCTV5+,http://218.94.98.229:10001/rtp/239.49.8.18:9610
CCTV5+,http://114.226.243.7:4022/rtp/239.49.8.18:9610
CCTV5+,http://123.145.57.77:8004/rtp/225.0.4.73:7980
CCTV5+,http://114.254.93.135:2222/rtp/239.3.1.130:8004
CCTV5+,http://58.219.172.201:10001/rtp/239.49.8.18:9610
CCTV5+,http://114.252.229.100:8000/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://110.177.148.13:58888/rtp/239.1.1.12:8012
CCTV5+,http://27.10.129.243:8001/udp/225.0.4.73:7980
CCTV5+,http://218.15.214.115:10000/udp/239.77.1.31:5146
CCTV5+,http://183.66.51.205:4022/rtp/235.254.198.122:1764$1920x1080
CCTV5+,http://www.lebaobei.top:6868/rtp/239.255.30.184:8231$1920x1080
CCTV5+,http://222.128.183.216:8383/rtp/239.3.1.130:8004
CCTV5+,http://183.191.180.63:8002/rtp/226.0.2.168:9256
CCTV5+,http://110.177.146.171:888/udp/239.1.1.12:8012$1920x1080
CCTV5+,http://114.243.156.93:8888/rtp/239.3.1.130:8004
CCTV5+,http://114.225.190.118:8800/rtp/239.49.8.137:6000$1920x1080
CCTV5+,http://114.254.188.49:9999/rtp/239.3.1.130:8004$1920x1080
CCTV5+,http://114.230.190.227:8600/rtp/239.49.8.137:6000$1920x1080
CCTV5+,http://183.141.216.56:9999/udp/233.50.201.220:5140
CCTV5+,http://122.189.103.254:8010/rtp/228.0.0.17:6108$1920x1080
CCTV5+,http://223.10.39.207:8082/rtp/239.1.1.12:8012$1920x1080
CCTV5+,http://183.141.216.56:9999/udp/233.50.201.220:5140$1920x1080
CCTV5+,http://110.178.52.75:8085/rtp/239.1.1.12:8012
CCTV5+,http://211.90.83.70:8002/rtp/226.0.2.168:9256
CCTV6,http://114.243.104.64:8822/rtp/239.3.1.174:8001
CCTV6,http://123.122.162.7:19999/rtp/239.3.1.109:8001
CCTV6,http://110.177.148.13:58888/rtp/239.1.1.13:8013
CCTV6,http://27.10.213.70:8004/udp/225.0.4.144:7980
CCTV6,http://116.227.10.196:2048/rtp/239.45.1.70:5140
CCTV6,http://211.90.83.70:8002/rtp/226.0.2.210:9592
CCTV6,http://211.158.152.144:8001/udp/225.0.4.144:7980
CCTV6,http://58.48.200.208:12312/rtp/239.69.1.124:10382
CCTV6,http://118.81.238.60:8004/rtp/226.0.2.210:9592$1920x1080
CCTV6,http://171.117.183.38:8082/rtp/226.0.2.210:9592
CCTV6,http://124.112.202.94:18888/rtp/238.1.78.172:7248
CCTV6,http://114.230.190.227:8600/rtp/239.49.9.33:6000$1920x1080
CCTV6,http://222.67.198.96:9898/rtp/239.45.1.70:5140$1920x1080
CCTV6,http://58.219.172.201:10001/rtp/239.49.9.33:6000
CCTV6,http://123.145.17.138:8001/rtp/225.0.4.144:7980$1920x1080
CCTV6,http://27.11.251.76:8002/udp/225.0.4.144:7980
CCTV6,http://110.177.146.171:888/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://720520.xyz:13579/rtp/225.1.4.160:1196?Cf=cfss.cc
CCTV6,http://39.98.201.151:9090/udp/225.1.8.84:8000
CCTV6,http://110.177.148.13:58888/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://223.10.115.195:8082/rtp/239.1.1.13:8013
CCTV6,http://60.7.56.33:4000/rtp/239.253.92.193:6058
CCTV6,http://114.254.80.240:2222/rtp/239.3.1.174:8001$1920x1080
CCTV6,http://218.80.126.237:4022/rtp/239.45.1.70:5140
CCTV6,http://114.230.190.227:8600/rtp/239.49.9.33:6000
CCTV6,http://218.78.180.91:9999/rtp/239.45.1.70:5140$1920x1080
CCTV6,http://27.10.213.70:8002/udp/225.0.4.144:7980
CCTV6,http://171.116.157.183:8005/rtp/226.0.2.210:9592
CCTV6,http://183.185.227.252:8002/rtp/226.0.2.210:9592$1920x1080
CCTV6,http://123.113.237.160:8888/rtp/239.3.1.174:8001
CCTV6,http://27.10.75.129:8006/rtp/225.0.4.144:7980$1920x1080
CCTV6,http://119.98.133.99:4022/rtp/239.69.1.124:10382
CCTV6,http://111.165.213.195:8000/udp/225.1.1.195:5002
CCTV6,http://121.224.50.39:5555/rtp/239.49.9.33:6000
CCTV6,http://114.252.229.100:8000/rtp/239.3.1.174:8001
CCTV6,http://218.15.214.115:10000/udp/239.77.0.171:5146
CCTV6,http://27.11.251.76:8001/udp/225.0.4.144:7980
CCTV6,http://112.226.139.185:9999/udp/239.253.254.193:8000
CCTV6,http://27.10.213.70:8001/udp/225.0.4.144:7980
CCTV6,http://114.254.188.49:9999/rtp/239.3.1.174:8001$1920x1080
CCTV6,http://115.234.227.164:8808/rtp/233.50.201.18:5140$1920x1080
CCTV6,http://116.28.124.202:8520/udp/239.77.0.171:5146
CCTV6,http://123.122.163.183:19999/rtp/239.3.1.174:8001
CCTV6,http://116.227.10.196:2048/udp/239.45.1.70:5140
CCTV6,http://27.10.75.129:8006/udp/225.0.4.144:7980
CCTV6,http://49.86.222.102:8888/rtp/239.49.9.33:6000
CCTV6,http://113.109.250.116:9999/udp/239.77.0.171:5146
CCTV6,http://114.252.229.100:8000/rtp/239.3.1.174:8001$1920x1080
CCTV6,http://114.254.94.146:2222/rtp/239.3.1.174:8001
CCTV6,http://223.10.39.207:8082/rtp/239.1.1.13:8013
CCTV6,http://27.10.75.129:8004/udp/225.0.4.144:7980
CCTV6,http://183.66.51.205:4022/rtp/235.254.198.143:1852$1920x1080
CCTV6,http://ik6.iptv8.net:8888/udp/225.1.4.160:1196
CCTV6,http://171.117.183.38:8084/rtp/226.0.2.210:9592
CCTV6,http://114.254.80.240:2222/rtp/239.3.1.174:8001
CCTV6,http://183.191.181.121:8002/rtp/226.0.2.23:8096
CCTV6,http://223.215.3.199:2000/rtp/238.1.78.172:7248
CCTV6,http://111.196.191.184:5555/rtp/239.3.1.174:8001
CCTV6,http://114.243.111.238:4000/rtp/239.3.1.174:8001
CCTV6,http://182.32.160.37:9997/udp/239.21.2.47:5002
CCTV6,http://114.243.103.165:8822/rtp/239.3.1.174:8001
CCTV6,http://223.12.113.32:8083/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://218.78.180.91:9999/rtp/239.45.1.70:5140
CCTV6,http://27.11.251.76:8007/udp/225.0.4.144:7980
CCTV6,http://211.158.152.144:8004/udp/225.0.4.144:7980
CCTV6,http://110.178.52.75:8082/rtp/239.1.1.13:8013
CCTV6,http://123.145.57.77:8004/udp/225.0.4.144:7980
CCTV6,http://27.10.75.129:8008/udp/225.0.4.144:7980
CCTV6,http://183.191.180.63:8002/rtp/226.0.2.210:9592
CCTV6,http://122.189.103.254:8010/rtp/228.0.0.217:6108
CCTV6,http://171.118.137.182:8083/rtp/226.0.2.23:8096$1920x1080
CCTV6,http://211.90.83.70:8002/rtp/226.0.2.23:8096
CCTV6,http://nas.tuyuannet.cn:8800/rtp/239.37.0.233:5540
CCTV6,http://113.120.46.90:8123/udp/239.21.2.47:5002
CCTV6,http://218.241.192.50:8808/rtp/239.3.1.174:8001
CCTV6,http://223.11.153.2:7777/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://27.10.75.129:8007/udp/225.0.4.144:7980
CCTV6,http://home.yulei.online:9999/rtp/226.0.2.210:9592
CCTV6,http://27.11.250.231:8004/udp/225.0.4.144:7980
CCTV6,http://61.165.157.9:4022/rtp/239.45.1.70:5140$1920x1080
CCTV6,http://183.191.180.63:8002/rtp/226.0.2.23:8096
CCTV6,http://222.129.33.14:8888/udp/225.1.8.84:8000
CCTV6,http://123.113.236.69:8012/rtp/239.3.1.174:8001
CCTV6,http://sweetown.fun:4000/rtp/239.3.1.174:8001
CCTV6,http://27.11.250.143:8004/udp/225.0.4.144:7980
CCTV6,http://183.141.216.56:9999/udp/233.50.200.109:5140
CCTV6,http://114.107.2.37:2000/rtp/238.1.78.172:7248
CCTV6,http://39.98.201.151:9090/udp/225.1.8.90:8000
CCTV6,http://119.166.159.120:6666/udp/239.253.254.193:8000
CCTV6,http://171.107.203.17:4022/rtp/239.81.0.233:4056
CCTV6,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.174:8001
CCTV6,http://223.10.39.207:8083/rtp/239.1.1.13:8013
CCTV6,http://115.234.227.164:8808/rtp/233.50.201.198:5140$1920x1080
CCTV6,http://223.10.115.195:8083/rtp/239.1.1.13:8013
CCTV6,http://113.25.70.59:8891/udp/239.1.1.13:8013
CCTV6,http://218.94.98.229:10001/rtp/239.49.9.33:6000
CCTV6,http://117.32.85.85:8025/rtp/239.112.205.223:5140
CCTV6,http://222.129.33.14:8888/udp/225.1.8.90:8000
CCTV6,http://110.177.146.171:888/udp/239.1.1.13:8013
CCTV6,http://114.254.188.49:9999/rtp/239.3.1.174:8001
CCTV6,http://27.11.250.143:8003/udp/225.0.4.144:7980
CCTV6,http://ikuai.zlsip.top:4022/rtp/239.3.1.174:8001
CCTV6,http://27.10.75.129:8001/udp/225.0.4.144:7980
CCTV6,http://180.124.225.164:3000/rtp/239.49.9.33:6000
CCTV6,http://223.10.39.207:8082/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://27.11.251.76:8003/udp/225.0.4.144:7980
CCTV6,http://218.78.180.91:9999/udp/239.45.1.70:5140
CCTV6,http://110.178.52.75:8085/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://113.109.250.116:9999/udp/239.77.0.178:5146
CCTV6,http://171.117.183.38:8085/rtp/226.0.2.210:9592
CCTV6,http://122.189.103.254:8010/rtp/228.0.0.157:7157
CCTV6,http://183.185.227.252:8001/rtp/226.0.2.210:9592
CCTV6,http://183.141.216.56:9999/udp/233.50.200.109:5140$1920x1080
CCTV6,http://itms.xznet.org:41097/rtp/239.254.200.15:6000
CCTV6,http://114.249.234.227:8182/rtp/239.3.1.174:8001
CCTV6,http://114.254.93.135:2222/rtp/239.3.1.174:8001
CCTV6,http://123.145.57.77:8002/udp/225.0.4.144:7980
CCTV6,http://114.107.2.88:2000/rtp/238.1.78.172:7248
CCTV6,http://61.143.227.162:10000/udp/239.77.0.171:5146
CCTV6,http://101.27.106.176:8888/rtp/239.253.92.193:6058
CCTV6,http://27.10.129.243:8002/rtp/225.0.4.144:7980$1920x1080
CCTV6,http://101.68.81.44:9999/rtp/233.50.201.198:5140
CCTV6,http://110.178.52.75:8083/rtp/239.1.1.13:8013
CCTV6,http://171.118.137.182:8083/rtp/226.0.2.210:9592$1920x1080
CCTV6,http://223.10.115.195:8082/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://123.145.57.77:8003/udp/225.0.4.144:7980
CCTV6,http://211.158.153.199:8004/udp/225.0.4.144:7980
CCTV6,http://222.128.183.216:8383/rtp/239.3.1.174:8001
CCTV6,http://27.9.88.212:8004/udp/225.0.4.144:7980
CCTV6,http://183.66.51.205:4022/rtp/235.254.198.55:1496$1920x1080
CCTV6,http://110.177.146.171:888/rtp/239.1.1.13:8013
CCTV6,http://223.10.115.195:8083/rtp/239.1.1.13:8013$1920x1080
CCTV6,http://114.226.243.7:4022/rtp/239.49.9.33:6000
CCTV6,http://27.11.251.76:8007/rtp/225.0.4.144:7980$1920x1080
CCTV6,http://183.191.181.121:8002/rtp/226.0.2.210:9592
CCTV6,http://222.67.198.96:9898/udp/239.45.1.70:5140
CCTV6,http://27.11.251.76:8008/udp/225.0.4.144:7980
CCTV6,http://123.113.236.69:8012/rtp/239.3.1.109:8001
CCTV7,http://114.254.188.49:9999/rtp/239.3.1.61:8104
CCTV7,http://113.109.250.116:9999/udp/239.77.1.167:5146
CCTV7,http://218.80.126.237:4022/rtp/239.45.3.56:5140
CCTV7,http://27.10.213.70:8004/udp/225.0.4.127:7980
CCTV7,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.61:8104
CCTV7,http://223.10.39.207:8083/rtp/239.1.1.14:8014
CCTV7,http://27.10.75.129:8004/udp/225.0.4.127:7980
CCTV7,http://115.234.227.164:8808/rtp/233.50.201.7:5140$1920x1080
CCTV7,http://222.67.198.96:9898/udp/239.45.3.56:5140
CCTV7,http://114.230.190.227:8600/rtp/239.49.8.132:6000$1920x1080
CCTV7,http://223.10.39.207:8082/rtp/239.1.1.14:8014$1920x1080
CCTV7,http://27.11.251.76:8002/udp/225.0.4.127:7980
CCTV7,http://180.124.225.164:3000/rtp/239.49.1.254:6000
CCTV7,http://123.145.57.77:8004/udp/225.0.4.127:7980
CCTV7,http://720520.xyz:13579/rtp/225.1.4.76:1105?Cf=cfss.cc
CCTV7,http://110.177.148.13:58888/rtp/239.1.1.14:8014$1920x1080
CCTV7,http://110.177.146.171:888/udp/239.1.1.14:8014
CCTV7,http://222.128.183.216:8383/rtp/239.3.1.61:8104
CCTV7,http://222.129.33.14:8888/udp/225.1.8.107:8024
CCTV7,http://101.27.106.176:8888/rtp/239.253.92.194:6059
CCTV7,http://123.122.162.7:19999/rtp/239.3.1.7:8024
CCTV7,http://110.177.146.171:888/rtp/239.1.1.14:8014
CCTV7,http://218.15.214.115:10000/udp/239.77.0.138:5146
CCTV7,http://218.78.180.91:9999/udp/239.45.3.56:5140
CCTV7,http://171.117.183.38:8084/rtp/226.0.2.159:9184
CCTV7,http://218.78.180.91:9999/rtp/239.45.3.56:5140$1920x1080
CCTV7,http://27.11.250.231:8004/udp/225.0.4.127:7980
CCTV7,http://115.234.227.164:8808/rtp/233.50.201.120:5140$1920x1080
CCTV7,http://123.113.236.69:8012/rtp/239.3.1.61:8104
CCTV7,http://183.191.180.63:8002/rtp/226.0.2.159:9184$1920x1080
CCTV7,http://123.113.237.160:8888/rtp/239.3.1.61:8104
CCTV7,http://123.145.57.77:8002/udp/225.0.4.127:7980
CCTV7,http://27.11.251.76:8001/udp/225.0.4.127:7980
CCTV7,http://123.145.17.138:8001/rtp/225.0.4.127:7980$1920x1080
CCTV7,http://114.243.103.165:8822/rtp/239.3.1.61:8104
CCTV7,http://222.67.198.96:9898/rtp/239.45.3.56:5140$1920x1080
CCTV7,http://116.28.124.202:8520/udp/239.77.1.159:5146
CCTV7,http://183.191.181.121:8002/rtp/226.0.2.24:8104
CCTV7,http://123.122.163.183:19999/rtp/239.3.1.61:8104
CCTV7,http://223.10.115.195:8083/rtp/239.1.1.14:8014$1920x1080
CCTV7,http://110.177.146.171:888/udp/239.1.1.14:8014$1920x1080
CCTV7,http://122.189.103.254:8010/rtp/228.0.0.218:6108
CCTV7,http://123.145.57.77:8003/udp/225.0.4.127:7980
CCTV7,http://183.141.216.56:9999/udp/233.50.200.24:5140$1920x1080
CCTV7,http://114.254.94.146:2222/rtp/239.3.1.61:8104
CCTV7,http://180.124.225.159:3000/rtp/239.49.8.132:6000
CCTV7,http://49.86.222.102:8888/rtp/239.49.8.132:6000
CCTV7,http://123.113.236.69:8012/rtp/239.3.1.7:8024
CCTV7,http://27.10.213.70:8001/udp/225.0.4.127:7980
CCTV7,http://116.227.10.196:2048/rtp/239.45.3.56:5140
CCTV7,http://27.10.75.129:8008/udp/225.0.4.127:7980
CCTV7,http://114.252.229.100:8000/rtp/239.3.1.61:8104$1920x1080
CCTV7,http://116.227.10.196:2048/udp/239.45.3.56:5140
CCTV7,http://114.254.80.240:2222/rtp/239.3.1.61:8104$1920x1080
CCTV7,http://223.11.153.2:7777/rtp/239.1.1.14:8014$1920x1080
CCTV7,http://218.78.180.91:9999/rtp/239.45.3.56:5140
CCTV7,http://110.177.148.13:58888/rtp/239.1.1.14:8014
CCTV7,http://101.68.81.44:9999/rtp/233.50.201.120:5140
CCTV7,http://211.90.83.70:8002/rtp/226.0.2.24:8104
CCTV7,http://171.118.137.182:8083/rtp/226.0.2.24:8104$1920x1080
CCTV7,http://183.191.181.121:8002/rtp/226.0.2.159:9184
CCTV7,http://113.109.250.116:9999/udp/239.77.1.159:5146
CCTV7,http://218.15.214.115:10000/udp/239.77.1.159:5146
CCTV7,http://27.10.75.129:8006/udp/225.0.4.127:7980
CCTV7,http://122.189.103.254:8010/rtp/228.0.0.7:6108
CCTV7,http://110.177.146.171:888/rtp/239.1.1.14:8014$1920x1080
CCTV7,http://58.48.200.208:12312/rtp/239.69.1.103:10256
CCTV7,http://114.226.243.7:4022/rtp/239.49.1.254:6000
CCTV7,http://121.224.50.39:5555/rtp/239.49.1.254:6000
CCTV7,http://171.118.137.182:8083/rtp/226.0.2.159:9184
CCTV7,http://27.11.250.143:8004/udp/225.0.4.127:7980
CCTV7,http://211.90.83.70:8002/rtp/226.0.2.159:9184
CCTV7,http://27.11.251.76:8003/udp/225.0.4.127:7980
CCTV7,http://171.117.183.38:8082/rtp/226.0.2.159:9184
CCTV7,http://118.81.238.60:8004/rtp/226.0.2.159:9184$1920x1080
CCTV7,http://114.107.2.88:2000/rtp/238.1.78.239:7784
CCTV7,http://218.94.98.229:10001/rtp/239.49.1.254:6000
CCTV7,http://114.254.94.118:2222/rtp/239.3.1.61:8104
CCTV7,http://112.226.139.185:9999/udp/239.253.254.233:8000
CCTV7,http://27.10.129.243:8002/rtp/225.0.4.127:7980$1920x1080
CCTV7,http://223.215.3.199:2000/rtp/238.1.78.239:7784
CCTV7,http://111.196.191.184:5555/rtp/239.3.1.61:8104
CCTV7,http://110.178.52.75:8083/rtp/239.1.1.14:8014
